pathway_name,pathway_source,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites
C-type lectin receptor signaling pathway - Homo sapiens (human),KEGG,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,6 (12),0.494,1
Melanogenesis - Homo sapiens (human),KEGG,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,6 (6),0.494,1
Resolution of Abasic Sites (AP sites),Reactome,1,HMDB0001178,6 (9),0.494,1
SUMOylation of intracellular receptors,Reactome,1,HMDB0001547,6 (7),0.494,1
ABO blood group biosynthesis,Reactome,1,HMDB0000304,6 (15),0.494,1
aspirin blocks signaling pathway involved in platelet activation,BioCarta,1,HMDB0001043,6 (6),0.494,1
phospholipids as signalling intermediaries,BioCarta,1,HMDB0013462#HMDB0012103#HMDB0012092,6 (7),0.494,1
B cell receptor signaling,INOH,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,6 (7),0.494,1
Downstream TCR signaling,Reactome,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,6 (9),0.494,1
Unblocking of NMDA receptors_ glutamate binding and activation,Reactome,1,HMDB0000123,6 (6),0.494,1
Long-term potentiation,Reactome,1,HMDB0000123,6 (6),0.494,1
Ras activation upon Ca2+ influx through NMDA receptor,Reactome,1,HMDB0000123,6 (6),0.494,1
Negative regulation of NMDA receptor-mediated neuronal transmission,Reactome,1,HMDB0000123,6 (6),0.494,1
Insulin Signalling,SMPDB,1,HMDB0010139#HMDB0010126#HMDB0010083#HMDB0009947#HMDB0009779#HMDB0010131#HMDB0010106#HMDB0010107#HMDB0010142#HMDB0010049#HMDB0010050#HMDB0010058#HMDB0010096#HMDB0010097#HMDB0010084#HMDB0009970#HMDB0010138#HMDB0010135#HMDB0010134#HMDB0010146#HMDB0010145,6 (7),0.494,1
Biosynthesis of maresin-like SPMs,Reactome,1,HMDB0002183,6 (17),0.494,1
Signaling by FGFR2 in disease,Reactome,1,HMDB0000693,6 (17),0.494,1
Glycine Metabolism,Wikipathways,1,HMDB0000123,6 (10),0.494,1
Signaling by FGFR3 point mutants in cancer,Reactome,1,HMDB0000693,6 (17),0.494,1
Class A/1 (Rhodopsin-like receptors),Reactome,10,HMDB0015697;HMDB0005096;HMDB0002995;HMDB0003208;HMDB0003073;HMDB0001388;HMDB0015095;HMDB0006528;HMDB0004080;HMDB0002183,90 (113),0.504,1
Leukotriene metabolism,EHMN,3,HMDB0002995;HMDB0000123;HMDB0001043,25 (27),0.512,1
Glycerophospholipid metabolism - Homo sapiens (human),KEGG,3,HMDB0012108#HMDB0010408#HMDB0010404#HMDB0010403#HMDB0010402#HMDB0010401#HMDB0010398#HMDB0010392#HMDB0010391#HMDB0010390#HMDB0010381#HMDB0010382#HMDB0010383#HMDB0010384#HMDB0010387#HMDB0010375;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,25 (55),0.512,1
Neuroactive ligand-receptor interaction - Homo sapiens (human),KEGG,5,HMDB0004080;HMDB0011148;HMDB0002995;HMDB0000123;HMDB0003208,44 (52),0.518,1
Kennedy pathway from sphingolipids,Wikipathways,2,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974,16 (18),0.525,1
Methionine metabolism leading to sulfur amino acids and related disorders,Wikipathways,2,HMDB0000123;HMDB0000043,16 (21),0.525,1
Heme Biosynthesis,Wikipathways,2,HMDB0000123;HMDB0033934,16 (16),0.525,1
superpathway of choline degradation to L-serine,HumanCyc,2,HMDB0000123;HMDB0000043,16 (16),0.525,1
Androgen biosynthesis,Reactome,2,HMDB0000234;HMDB0000077,16 (16),0.525,1
Cytosolic sulfonation of small molecules,Reactome,4,HMDB0000145;HMDB0000067;HMDB0000653;HMDB0000077,35 (47),0.527,1
Synthesis of Leukotrienes (LT) and Eoxins (EX),Reactome,3,HMDB0002995;HMDB0000123;HMDB0001043,26 (32),0.54,1
Diabetic cardiomyopathy - Homo sapiens (human),KEGG,3,HMDB0000290;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0004949,26 (39),0.54,1
Drug metabolism - cytochrome P450 - Homo sapiens (human),KEGG,9,HMDB0014426;HMDB0060682;HMDB0014813;HMDB0060678;HMDB0060679;HMDB0060656;HMDB0060673;HMDB0060655;HMDB0014477,83 (88),0.54,1
Cellular responses to stress,Reactome,6,HMDB0000234;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741;HMDB0000067;HMDB0001388;HMDB0000054;HMDB0001043,55 (74),0.548,1
PDGF Pathway,Wikipathways,1,HMDB0001043,7 (8),0.549,1
Ras signaling,Wikipathways,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,7 (7),0.549,1
SHC1 events in ERBB2 signaling,Reactome,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,7 (8),0.549,1
flavin biosynthesis,HumanCyc,1,HMDB0000244,7 (7),0.549,1
methionine salvage,HumanCyc,1,HMDB0000043,7 (8),0.549,1
Biosynthesis of DPAn-3 SPMs,Reactome,1,HMDB0006528,7 (30),0.549,1
terminal <i>O</i>-glycans residues modification,HumanCyc,1,HMDB0000290,7 (9),0.549,1
Glycosphingolipid biosynthesis - lactoseries,EHMN,1,HMDB0000304,7 (19),0.549,1
Synthesis of Hepoxilins (HX) and Trioxilins (TrX),Reactome,1,HMDB0001043,7 (10),0.549,1
lipoxin biosynthesis,HumanCyc,1,HMDB0001043,7 (7),0.549,1
aspirin-triggered lipoxin biosynthesis,HumanCyc,1,HMDB0001043,7 (9),0.549,1
Netrin-1 signaling,Reactome,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,7 (8),0.549,1
PI5P_ PP2A and IER3 Regulate PI3K/AKT Signaling,Reactome,1,HMDB0000693,7 (12),0.549,1
COX reactions,Reactome,1,HMDB0001043,7 (8),0.549,1
4-hydroxy-2-nonenal detoxification,HumanCyc,1,HMDB0000123,7 (8),0.549,1
Conjugation of benzoate with glycine,Reactome,1,HMDB0000123,7 (8),0.549,1
Hedgehog ligand biogenesis,Reactome,1,HMDB0000067,7 (7),0.549,1
Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR),Reactome,1,HMDB0000123,7 (18),0.549,1
Conjugation of phenylacetate with glutamine,Reactome,1,HMDB0006344,7 (9),0.549,1
Signaling by FGFR1,Reactome,1,HMDB0000693,7 (8),0.549,1
Signaling by FGFR2,Reactome,1,HMDB0000693,7 (9),0.549,1
choline degradation,HumanCyc,1,HMDB0000043,7 (7),0.549,1
Depolymerisation of the Nuclear Lamina,Reactome,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,7 (7),0.549,1
Nuclear Envelope Breakdown,Reactome,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,7 (9),0.549,1
Signaling by FGFR4,Reactome,1,HMDB0000693,7 (8),0.549,1
Lewis blood group biosynthesis,Reactome,1,HMDB0000304,7 (21),0.549,1
PI3K Cascade,Reactome,1,HMDB0000693,7 (10),0.549,1
IL2 signaling events mediated by PI3K,PID,1,HMDB0004949,7 (7),0.549,1
Autophagy,Reactome,1,HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974,7 (13),0.549,1
Ramipril Action Pathway,SMPDB,1,HMDB0060579,7 (8),0.549,1
Long-term potentiation - Homo sapiens (human),KEGG,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,7 (7),0.549,1
Collecting duct acid secretion - Homo sapiens (human),KEGG,1,HMDB0033934,7 (8),0.549,1
Ras signaling pathway - Homo sapiens (human),KEGG,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,7 (7),0.549,1
Nicotine addiction - Homo sapiens (human),KEGG,1,HMDB0001934,7 (7),0.549,1
LTC4-CYSLTR mediated IL4 production,Reactome,1,HMDB0000123,7 (7),0.549,1
D-<i>myo</i>-inositol-5-phosphate metabolism,HumanCyc,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,7 (8),0.549,1
Metabolism of vitamin K,Reactome,1,HMDB0030020,7 (12),0.549,1
phosphatidylcholine biosynthesis pathway,BioCarta,1,HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,7 (8),0.549,1
TCR signaling,Reactome,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,7 (10),0.549,1
Biosynthesis of maresins,Reactome,1,HMDB0002183,7 (23),0.549,1
Biosynthesis of DHA-derived sulfido conjugates,Reactome,1,HMDB0000123,7 (22),0.549,1
Desipramine Metabolism Pathway,SMPDB,1,HMDB0015282,7 (7),0.549,1
Macroautophagy,Reactome,1,HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974,7 (12),0.549,1
Spirapril Action Pathway,SMPDB,1,HMDB0015438,7 (7),0.549,1
Biotin Metabolism,SMPDB,1,HMDB0003134,7 (7),0.549,1
Multiple carboxylase deficiency_ neonatal or early onset form,SMPDB,1,HMDB0003134,7 (7),0.549,1
Homocysteine Degradation,SMPDB,1,HMDB0033934,7 (8),0.549,1
Gamma-cystathionase deficiency (CTH),SMPDB,1,HMDB0033934,7 (8),0.549,1
Homocystinuria_ cystathionine beta-synthase deficiency,SMPDB,1,HMDB0033934,7 (8),0.549,1
Biotinidase Deficiency,SMPDB,1,HMDB0003134,7 (7),0.549,1
Immune System,Reactome,7,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0000067;HMDB0004949;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741;HMDB0029931,65 (147),0.556,1
Thyroid hormones production and their peripheral downstream signaling effects,Wikipathways,2,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,17 (25),0.559,1
Synthesis of PA,Reactome,2,HMDB0062321;HMDB0008431#HMDB0008065#HMDB0008658#HMDB0008129#HMDB0008800#HMDB0000564#HMDB0007886#HMDB0008691#HMDB0008522#HMDB0007940#HMDB0008145#HMDB0008400#HMDB0008401#HMDB0008768#HMDB0008002#HMDB0008324#HMDB0008322#HMDB0008304,17 (27),0.559,1
Vitamin B5 (pantothenate) metabolism,Reactome,2,HMDB0001416;HMDB0001016,17 (17),0.559,1
AMPK signaling pathway - Homo sapiens (human),KEGG,2,HMDB0003153;HMDB0015050,17 (23),0.559,1
Transport of inorganic cations/anions and amino acids/oligopeptides,Reactome,5,HMDB0240251;HMDB0000123;HMDB0000172;HMDB0000687;HMDB0000043,46 (55),0.559,1
Mineral absorption - Homo sapiens (human),KEGG,3,HMDB0000123;HMDB0000172;HMDB0000687,27 (29),0.566,1
Adaptive Immune System,Reactome,3,HMDB0004949;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974,27 (51),0.566,1
Cellular responses to external stimuli,Reactome,6,HMDB0000234;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741;HMDB0000067;HMDB0001388;HMDB0000054;HMDB0001043,57 (76),0.584,1
Phase II - Conjugation of compounds,Reactome,12,HMDB0000067;HMDB0006344;HMDB0001934;HMDB0000123;HMDB0014813;HMDB0000145;HMDB0000653;HMDB0000840;HMDB0006543;HMDB0000054;HMDB0000077;HMDB0000290,115 (149),0.588,1
Transport of bile salts and organic acids_ metal ions and amine compounds,Reactome,7,HMDB0000123;HMDB0000172;HMDB0240251;HMDB0000043;HMDB0015169;HMDB0015282;HMDB0000687,67 (79),0.59,1
Valine_ leucine and isoleucine biosynthesis - Homo sapiens (human),KEGG,2,HMDB0000172;HMDB0000687,18 (23),0.591,1
Taurine and hypotaurine metabolism - Homo sapiens (human),KEGG,2,HMDB0000036;HMDB0011182,18 (22),0.591,1
heme biosynthesis,HumanCyc,2,HMDB0000123;HMDB0001149,18 (18),0.591,1
Biosynthesis of DHA-derived SPMs,Reactome,2,HMDB0000123;HMDB0002183,18 (75),0.591,1
Post-translational protein modification,Reactome,10,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0030020;HMDB0011669;HMDB0000123;HMDB0001547;HMDB0001090;HMDB0001445;HMDB0000290;HMDB0000304,96 (182),0.591,1
GPCR ligand binding,Reactome,13,HMDB0015697;HMDB0005096;HMDB0002995;HMDB0003208;HMDB0033941;HMDB0003073;HMDB0001388;HMDB0015095;HMDB0006528;HMDB0036836;HMDB0004080;HMDB0015464;HMDB0002183,125 (168),0.593,1
Differentiation Pathway,Wikipathways,1,HMDB0014842,8 (12),0.597,1
heparan sulfate biosynthesis (late stages),HumanCyc,1,HMDB0000290,8 (8),0.597,1
Signaling by Erythropoietin,Reactome,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,8 (9),0.597,1
Blood group systems biosynthesis,Reactome,1,HMDB0000304,8 (29),0.597,1
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),Reactome,1,HMDB0001342,8 (9),0.597,1
fatty acid &beta;-oxidation (unsaturated_ odd number),HumanCyc,1,HMDB0003944,8 (10),0.597,1
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),Reactome,1,HMDB0001342,8 (9),0.597,1
Mismatch Repair,Reactome,1,HMDB0001342,8 (9),0.597,1
CLEC7A (Dectin-1) signaling,Reactome,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,8 (12),0.597,1
creatine biosynthesis,HumanCyc,1,HMDB0000123,8 (8),0.597,1
Negative regulation of the PI3K/AKT network,Reactome,1,HMDB0000693,8 (14),0.597,1
DNA replication initiation,Reactome,1,HMDB0001342,8 (10),0.597,1
pyrimidine deoxyribonucleotide phosphorylation,HumanCyc,1,HMDB0001342,8 (8),0.597,1
EPHB-mediated forward signaling,Reactome,1,HMDB0000123,8 (10),0.597,1
EPH-Ephrin signaling,Reactome,1,HMDB0000123,8 (10),0.597,1
estradiol biosynthesis II,HumanCyc,1,HMDB0000234,8 (8),0.597,1
RIPK1-mediated regulated necrosis,Reactome,1,HMDB0000290,8 (14),0.597,1
Regulated Necrosis,Reactome,1,HMDB0000290,8 (16),0.597,1
Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human),KEGG,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,8 (8),0.597,1
Apelin signaling pathway - Homo sapiens (human),KEGG,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,8 (9),0.597,1
Calcium signaling pathway - Homo sapiens (human),KEGG,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,8 (11),0.597,1
African trypanosomiasis - Homo sapiens (human),KEGG,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,8 (8),0.597,1
Fluid shear stress and atherosclerosis - Homo sapiens (human),KEGG,1,HMDB0000693,8 (8),0.597,1
Estrogen signaling pathway - Homo sapiens (human),KEGG,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,8 (8),0.597,1
Glutamatergic synapse - Homo sapiens (human),KEGG,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,8 (8),0.597,1
glycine cleavage,HumanCyc,1,HMDB0000123,8 (8),0.597,1
D-<i>myo</i>-inositol (1_4_5)-trisphosphate biosynthesis,HumanCyc,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,8 (13),0.597,1
eicosanoid metabolism,BioCarta,1,HMDB0001043,8 (9),0.597,1
Telomere C-strand synthesis initiation,Reactome,1,HMDB0001342,8 (11),0.597,1
Norepinephrine Neurotransmitter Release Cycle,Reactome,1,HMDB0033934,8 (8),0.597,1
Biotin transport and metabolism,Reactome,1,HMDB0003134,8 (9),0.597,1
Methadone Metabolism Pathway,SMPDB,1,HMDB0014477,8 (8),0.597,1
Gemcitabine Action Pathway,SMPDB,1,HMDB0033934,8 (8),0.597,1
Gemcitabine Metabolism Pathway,SMPDB,1,HMDB0033934,8 (8),0.597,1
Lactose Degradation,SMPDB,1,HMDB0035312,8 (9),0.597,1
Lactose Intolerance,SMPDB,1,HMDB0035312,8 (9),0.597,1
Visual phototransduction,Reactome,5,HMDB0000067;HMDB0006216;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,48 (68),0.598,1
Hereditary Coproporphyria (HCP),SMPDB,4,HMDB0000054;HMDB0000123;HMDB0033934;HMDB0001149,39 (39),0.616,1
Porphyria Variegata (PV),SMPDB,4,HMDB0000054;HMDB0000123;HMDB0033934;HMDB0001149,39 (39),0.616,1
Congenital Erythropoietic Porphyria (CEP) or Gunther Disease,SMPDB,4,HMDB0000054;HMDB0000123;HMDB0033934;HMDB0001149,39 (39),0.616,1
Acute Intermittent Porphyria,SMPDB,4,HMDB0000054;HMDB0000123;HMDB0033934;HMDB0001149,39 (39),0.616,1
Porphyrin Metabolism,SMPDB,4,HMDB0000054;HMDB0000123;HMDB0033934;HMDB0001149,39 (39),0.616,1
beta-Alanine metabolism - Homo sapiens (human),KEGG,3,HMDB0060442;HMDB0001016;HMDB0061880,29 (32),0.616,1
Translation,Reactome,3,HMDB0000123;HMDB0000172;HMDB0000687,29 (80),0.616,1
&gamma;-glutamyl cycle,HumanCyc,3,HMDB0000123;HMDB0000172;HMDB0000687,29 (29),0.616,1
Sensory Perception,Reactome,5,HMDB0000067;HMDB0006216;HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112;HMDB0008843#HMDB0009152#HMDB0009150#HMDB0009363#HMDB0009557#HMDB0009556#HMDB0009571#HMDB0008976#HMDB0008974;HMDB0005383#HMDB0005410#HMDB0045873#HMDB0005459#HMDB0005454#HMDB0005437#HMDB0005424#HMDB0005440#HMDB0005376#HMDB0005403#HMDB0005388#HMDB0005390#HMDB0005393#HMDB0005442#HMDB0005363#HMDB0005397#HMDB0045741,49 (69),0.617,1
Transport of vitamins_ nucleosides_ and related molecules,Reactome,6,HMDB0000036;HMDB0000951;HMDB0000195;HMDB0000290;HMDB0000304;HMDB0000138,59 (63),0.619,1
Ferroptosis,Wikipathways,2,HMDB0011130;HMDB0001043,19 (29),0.621,1
superpathway of melatonin degradation,HumanCyc,2,HMDB0004259;HMDB0004095,19 (24),0.621,1
Rolitetracycline Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,19 (20),0.621,1
Carnitine Synthesis,SMPDB,2,HMDB0000123;HMDB0001325,19 (20),0.621,1
Arbekacin Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,19 (20),0.621,1
Demeclocycline Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,19 (21),0.621,1
Lymecycline Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,19 (20),0.621,1
Clomocycline Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,19 (20),0.621,1
Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,SMPDB,2,HMDB0001166;HMDB0003944,19 (19),0.621,1
Short-chain 3-hydroxyacyl-CoA dehydrogenase deficiency (SCHAD),SMPDB,2,HMDB0001166;HMDB0003944,19 (19),0.621,1
Transmission across Chemical Synapses,Reactome,7,HMDB0033934;HMDB0015124;HMDB0000123;HMDB0001043;HMDB0000043;HMDB0004080;HMDB0002088,69 (78),0.622,1
Neuronal System,Reactome,7,HMDB0033934;HMDB0015124;HMDB0000123;HMDB0001043;HMDB0000043;HMDB0004080;HMDB0002088,69 (78),0.622,1
Tryptophan metabolism,Wikipathways,3,HMDB0004369;HMDB0004095;HMDB0000472,30 (38),0.64,1
Lysine catabolism,Reactome,3,HMDB0012130;HMDB0033934;HMDB0000279,30 (32),0.64,1
Aminosugars metabolism,INOH,3,HMDB0000290;HMDB0013112;HMDB0033934,30 (32),0.64,1
VEGFR2 mediated cell proliferation,Reactome,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,9 (10),0.64,1
MECP2 and Associated Rett Syndrome,Wikipathways,1,HMDB0000123,9 (11),0.64,1
Keratan sulfate biosynthesis,Reactome,1,HMDB0000290,9 (9),0.64,1
Amino acid conjugation of benzoic acid,Wikipathways,1,HMDB0000123,9 (11),0.64,1
Tamoxifen metabolism,Wikipathways,1,HMDB0014813,9 (16),0.64,1
HS-GAG biosynthesis,Reactome,1,HMDB0000290,9 (9),0.64,1
IRS-related events triggered by IGF1R,Reactome,1,HMDB0000693,9 (12),0.64,1
IGF1R signaling cascade,Reactome,1,HMDB0000693,9 (12),0.64,1
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),Reactome,1,HMDB0000693,9 (12),0.64,1
UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II,HumanCyc,1,HMDB0000290,9 (11),0.64,1
proline degradation,HumanCyc,1,HMDB0002104,9 (10),0.64,1
Enzymatic degradation of Dopamine by monoamine oxidase,Reactome,1,HMDB0033934,9 (10),0.64,1
glutathione biosynthesis,HumanCyc,1,HMDB0000123,9 (9),0.64,1
Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),Reactome,1,HMDB0001043,9 (11),0.64,1
Carboxyterminal post-translational modifications of tubulin,Reactome,1,HMDB0000123,9 (10),0.64,1
Reactions specific to the complex N-glycan synthesis pathway,Reactome,1,HMDB0000290,9 (19),0.64,1
tRNA splicing,HumanCyc,1,HMDB0001178,9 (11),0.64,1
Sterols are 12-hydroxylated by CYP8B1,Reactome,1,HMDB0001993,9 (12),0.64,1
Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2,Reactome,1,HMDB0013195,9 (10),0.64,1
Diseases of programmed cell death,Reactome,1,HMDB0001342,9 (11),0.64,1
IRS-mediated signalling,Reactome,1,HMDB0000693,9 (12),0.64,1
HDL assembly,Reactome,1,HMDB0000067,9 (10),0.64,1
Base-Excision Repair_ AP Site Formation,Reactome,1,HMDB0011600,9 (18),0.64,1
FCERI mediated Ca+2 mobilization,Reactome,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,9 (13),0.64,1
Circadian entrainment - Homo sapiens (human),KEGG,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,9 (9),0.64,1
Phospholipase D signaling pathway - Homo sapiens (human),KEGG,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,9 (11),0.64,1
Hepatocellular carcinoma - Homo sapiens (human),KEGG,1,HMDB0007100#HMDB0007101#HMDB0007248#HMDB0007156#HMDB0007112,9 (14),0.64,1
SUMOylation,Reactome,1,HMDB0001547,9 (11),0.64,1
CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,Reactome,1,HMDB0000123,9 (10),0.64,1
Phenylacetate Metabolism,SMPDB,1,HMDB0006344,9 (9),0.64,1
glucocorticoid biosynthesis,HumanCyc,1,HMDB0000015,9 (9),0.64,1
Nicotine Activity on Dopaminergic Neurons,Wikipathways,1,HMDB0001934,9 (9),0.64,1
22q11.2 copy number variation syndrome,Wikipathways,2,HMDB0006285#HMDB0006280;HMDB0002104,20 (30),0.649,1
Metabolism of polyamines,Reactome,2,HMDB0001276;HMDB0001186,20 (20),0.649,1
Josamycin Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,20 (20),0.649,1
Sulfate/Sulfite Metabolism,SMPDB,2,HMDB0000145;HMDB0000820,20 (22),0.649,1
Streptomycin Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,20 (20),0.649,1
Spectinomycin Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,20 (20),0.649,1
Kanamycin Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,20 (20),0.649,1
Roxithromycin Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,20 (20),0.649,1
Erythromycin Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,20 (20),0.649,1
Amikacin Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,20 (20),0.649,1
Telithromycin Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,20 (20),0.649,1
Tobramycin Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,20 (20),0.649,1
Tigecycline Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,20 (20),0.649,1
Paromomycin Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,20 (20),0.649,1
Doxycycline Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,20 (20),0.649,1
Oxytetracycline Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,20 (20),0.649,1
Minocycline Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,20 (20),0.649,1
Tetracycline Action Pathway,SMPDB,2,HMDB0000172;HMDB0000687,20 (20),0.649,1
